timestamp,temperature
00:05:47,21.51
00:05:48,21.51
00:05:49,21.51
00:05:50,21.51
00:05:51,21.51
00:05:52,21.51
00:05:53,21.43
00:05:54,21.43
00:05:55,21.43
00:05:56,21.43
00:05:57,21.43
00:05:58,21.43
00:05:59,21.43
00:06:00,21.43
00:06:01,21.43
00:06:02,21.43
00:06:03,21.43
00:06:04,21.43
00:06:05,21.43
00:06:06,21.43
00:06:07,21.43
00:06:08,21.43
00:06:09,21.43
00:06:10,21.43
00:06:11,21.43
00:06:12,21.43
00:06:13,21.43
00:06:14,21.43
00:06:15,21.35
00:06:16,21.35
00:06:17,21.35
00:06:18,21.35
00:06:19,21.35
00:06:20,21.35
00:06:21,21.35
00:06:22,21.35
00:06:23,21.35
00:06:24,21.35
00:06:25,21.35
00:06:26,21.35
00:06:27,21.35
00:06:28,21.35
00:06:29,21.35
00:06:30,21.35
00:06:31,21.35
00:06:32,21.26
00:06:33,21.35
00:06:34,21.35
00:06:35,21.35
00:06:36,21.35
00:06:37,21.35
00:06:38,21.35
00:06:39,21.35
00:06:40,21.35
00:06:41,21.35
00:06:42,21.35
00:06:43,21.35
00:06:44,21.35
00:06:45,21.35
00:06:46,21.35
00:06:47,21.35
00:06:48,21.35
00:06:49,21.43
00:06:50,21.43
00:06:51,21.35
00:06:52,21.43
00:06:53,21.35
00:06:54,21.43
00:06:55,21.43
00:06:56,21.43
00:06:57,21.35
00:06:58,21.43
00:06:59,21.35
00:07:00,21.35
00:07:01,21.35
00:07:02,21.35
00:07:03,21.35
00:07:04,21.35
00:07:05,21.35
00:07:06,21.35
00:07:07,21.35
00:07:08,21.35
00:07:09,21.43
00:07:10,21.43
00:07:11,21.43
00:07:12,21.43
00:07:13,21.43
00:07:14,21.43
00:07:15,21.43
00:07:16,21.43
00:07:17,21.43
00:07:18,21.43
00:07:19,21.43
00:07:20,21.43
00:07:21,21.43
00:07:22,21.43
00:07:23,21.43
00:07:24,21.43
00:07:25,21.43
00:07:26,21.43
00:07:27,21.43
00:07:28,21.43
00:07:29,21.43
00:07:30,21.43
00:07:31,21.43
00:07:32,21.43
00:07:33,21.43
00:07:34,21.43
00:07:35,21.43
00:07:36,21.43
00:07:37,21.35
00:07:38,21.35
00:07:39,21.35
00:07:40,21.35
00:07:41,21.35
00:07:42,21.35
00:07:43,21.35
00:07:44,21.26
00:07:45,21.35
00:07:46,21.35
